date,confirmed
1/25/2025,9
2/1/2025,20
2/8/2025,27
2/15/2025,50
2/22/2025,68
3/1/2025,60
3/8/2025,68
3/15/2025,65
3/22/2025,80
3/29/2025,67
4/5/2025,66
4/12/2025,53
4/19/2025,43
4/26/2025,22
5/3/2025,20
5/10/2025,9
5/17/2025,7
5/24/2025,10
5/31/2025,3
6/7/2025,4
6/14/2025,2
6/21/2025,3
6/28/2025,5
7/5/2025,1
